ch0,ch1,ch2,ch3,ch4
-0.036527,-1.7723,-2.6291,-2.1997,-0.82241
-0.19784,-1.1773,-2.5175,-2.7471,-0.87474
-0.22385,-0.76622,-2.3128,-3.2417,-0.95454
-0.2391,-0.12068,-1.9582,-3.3967,-1.5086
-0.060587,0.59083,-1.5687,-3.9318,-1.5227
-0.082183,1.1818,-1.2876,-4.1373,-1.5975
-0.027012,1.8727,-1.1088,-4.1268,-1.7783
-0.063693,2.3319,-0.72476,-4.2728,-1.8298
0.1147,2.8851,-0.5962,-4.5523,-1.9695
0.12628,3.2247,-0.15956,-4.4889,-2.0027
-0.12036,3.4665,-0.022287,-4.4997,-2.061
-0.018164,3.8146,0.30385,-4.5139,-2.1732
0.018516,3.9403,0.51466,-4.2853,-1.9131
-0.12721,4.1614,0.60379,-4.4691,-2.2398
-0.014462,4.3795,0.94834,-4.3745,-2.1495
-0.097641,4.3191,1.0189,-3.9973,-1.9929
-0.13748,4.611,0.86224,-3.9223,-2.018
0.005057,4.4485,1.3053,-3.6424,-1.8923
0.14848,4.3272,1.511,-3.2812,-1.9246
-0.031373,4.3412,1.8223,-2.9817,-1.9005
0.2892,4.5234,1.5709,-2.7604,-1.8271
0.094113,4.2623,1.8397,-2.5096,-1.5001
-0.068828,4.1804,2.1302,-2.2372,-1.5152
0.23319,3.963,2.4386,-2.0408,-1.4165
0.06725,3.9243,2.4703,-1.6529,-1.3027
0.08003,3.9103,2.9302,-1.2805,-1.2313
-0.021163,3.6366,2.9177,-1.4626,-0.73945
0.067661,3.7451,2.8997,-1.0645,-0.43672
0.2687,3.2676,3.3651,-1.0039,0.078632
0.34318,3.3803,3.333,-0.50859,0.40616
0.74459,3.4286,3.3023,-0.64872,0.93229
1.2941,3.2637,3.6641,-0.30264,1.4271
1.5011,3.1888,3.5441,-0.19162,1.8767
1.8595,3.2149,3.6703,-0.26493,2.4118
1.89,3.0459,3.5868,-0.064661,2.9069
2.212,2.8274,3.3357,-0.22279,3.0808
2.1528,2.7158,3.397,-0.089851,3.3139
2.1238,2.6612,2.9841,-0.45553,3.4672
2.3298,2.5949,2.7533,-0.39875,3.7586
2.2898,2.395,2.5262,-0.64965,3.4073
1.8257,2.3388,2.1851,-0.7946,3.4175
1.8136,1.8049,1.7551,-0.90332,3.3751
1.7061,1.1185,1.58,-1.2835,3.2931
1.5215,0.88179,0.67113,-1.1798,2.9678
1.1304,0.65423,0.36008,-1.5109,2.6981
1.1027,0.14919,-0.066712,-1.8433,2.3106
0.86096,-0.20766,-0.50102,-2.0317,1.839
0.78842,-0.65929,-1.2719,-2.417,1.7398
0.29396,-1.1552,-1.5454,-2.5157,1.1145
0.2638,-1.5932,-1.8367,-2.6286,0.81096
-0.15456,-2.1433,-2.5756,-2.7189,0.12309
-0.23227,-2.6353,-3.1187,-3.1248,-0.27974
-0.37293,-3.1105,-3.4236,-2.9023,-0.56825
-0.36159,-3.5517,-3.9652,-2.6096,-0.80206
-0.67368,-3.8839,-4.1468,-2.1827,-1.3012
-0.72621,-4.2237,-4.6741,-1.8197,-1.6232
-0.55958,-4.6122,-4.5952,-1.2585,-1.5737
-0.69157,-4.7471,-4.7056,-0.68231,-1.6557
-0.8281,-5.2647,-4.7986,-0.017898,-1.6646
-0.72492,-5.3587,-4.9397,0.55776,-1.7236
-0.78301,-5.3751,-5.0349,0.95694,-1.6745
-0.73559,-5.6706,-5.1284,1.449,-1.4423
-0.73665,-5.8874,-5.0467,1.8917,-1.3736
-0.90388,-5.8304,-4.984,2.191,-1.2715
-0.3883,-5.7322,-4.9075,2.3828,-1.3202
-0.52199,-5.6498,-4.6543,2.4477,-0.98071
-0.6175,-5.1541,-4.5555,2.6276,-0.71668
-0.40062,-5.4551,-4.2498,2.2587,-0.59153
-0.4083,-5.2179,-4.0275,2.2661,-0.47484
-0.37554,-4.8818,-3.997,2.1271,-0.53749
0.030922,-4.5307,-3.5368,1.9504,-0.54923
0.18999,-4.1662,-3.409,1.6713,-0.35878
0.4874,-3.9012,-3.4345,1.1444,-0.63892
0.75046,-3.5793,-3.0556,0.86744,-0.43693
0.82714,-3.5263,-3.161,0.47933,-0.8257
0.89709,-3.1812,-2.8084,0.052682,-0.6573
0.95941,-2.7591,-2.5379,-0.47487,-0.81887
1.0115,-2.427,-2.3575,-0.95051,-0.93919
0.93431,-2.0301,-2.1867,-1.2765,-1.1564
1.0583,-1.7073,-1.9557,-1.7814,-1.3199
0.93242,-1.1782,-1.7494,-2.0775,-1.4241
1.053,-0.8467,-1.3958,-2.5615,-1.5204
0.80212,-0.38967,-1.0941,-2.8168,-1.5856
0.74562,-0.012748,-1.0079,-3.1789,-1.7626
0.87101,0.30465,-0.7765,-3.2886,-1.9871
0.56921,0.34923,-0.64323,-3.7307,-1.7872
0.36627,0.67531,-0.62575,-3.9256,-2.1751
0.26866,0.80053,-0.60387,-4.0781,-2.2723
0.057421,0.68853,-0.58875,-4.2513,-2.3703
-0.13549,0.86125,-0.56681,-4.459,-2.4193
0.13361,0.72184,-0.74645,-4.6018,-2.3931
0.026831,0.62568,-0.75452,-4.5325,-2.4744
-0.25711,0.58556,-0.76893,-4.3741,-2.699
-0.18553,0.37967,-0.96523,-4.3124,-2.6911
-0.31821,0.28736,-1.0494,-4.0872,-2.4728
-0.05565,-0.025778,-1.0299,-4.2098,-2.3493
-0.0048344,-0.16432,-1.0533,-3.9628,-2.22
0.44382,-0.30517,-1.207,-3.4683,-2.2609
0.77751,-0.48394,-1.2077,-3.6137,-2.1022
1.1247,-0.55071,-0.97501,-3.0676,-1.8579
1.6727,-0.59049,-1.0677,-2.4632,-1.4424
2.115,-0.74885,-1.0649,-1.6993,-1.1391
2.689,-0.69452,-0.95872,-0.93028,-0.67749
3.3272,-0.6145,-0.77969,-0.10956,-0.16143
3.2769,-0.45741,-0.77137,0.44854,0.10591
3.4841,-0.5583,-0.64779,1.13,0.44718
3.4911,-0.40897,-0.63559,1.4995,0.90283
3.4769,-0.33947,-0.62714,1.6358,0.83238
3.4335,-0.42175,-0.58915,1.7351,1.139
3.0077,-0.31049,-0.54442,1.7419,1.448
2.9123,-0.22723,-0.54641,1.7762,1.5665
2.7124,-0.63917,-0.67408,1.7754,1.4679
2.451,-0.60186,-0.56829,1.6166,1.99
1.9881,-0.60486,-0.87214,1.4148,1.7812
1.5139,-0.71932,-0.61632,1.1471,1.8656
1.078,-0.89954,-0.80125,0.91985,1.817
0.8427,-0.89689,-0.84338,0.63658,1.7319
0.52875,-1.304,-1.0455,0.37751,1.5501
0.24453,-1.1498,-0.86858,-0.17031,1.4482
-0.29179,-1.3555,-0.82597,-0.5055,1.1128
-0.56561,-1.5364,-1.2075,-0.90822,0.84824
-0.87287,-1.5899,-1.1584,-1.2443,0.56642
-1.1816,-1.6628,-0.9743,-1.4716,0.39241
-1.3324,-1.712,-1.1511,-1.9071,-0.14432
-1.8379,-1.7983,-1.3349,-2.1401,-0.32886
-1.8185,-1.8762,-1.0799,-2.4331,-0.72419
-1.9681,-1.7572,-1.31,-2.8109,-1.016
-2.0683,-2.2025,-1.2739,-2.9318,-1.2941
-1.8029,-2.0694,-1.1633,-3.3102,-1.4638
-1.9155,-1.9118,-1.0631,-3.2528,-1.8564
-1.3757,-1.9568,-1.0421,-3.4367,-1.8537
-1.0016,-1.961,-0.86345,-3.3073,-2.0106
-0.48638,-1.8442,-0.80224,-3.436,-1.9526
0.12765,-1.5136,-0.626,-3.3276,-1.812
0.84003,-1.2755,-0.47352,-3.3448,-1.9544
1.436,-1.0146,-0.35887,-3.1253,-1.618
1.7385,-0.68683,-0.14352,-2.8266,-1.4455
2.2882,-0.27578,0.09556,-2.5531,-1.154
3.0798,-0.074564,0.24151,-2.7427,-1.1479
3.265,0.3723,0.35291,-2.4747,-0.88915
3.619,0.45224,0.66515,-2.2939,-0.72424
3.8085,1.0107,0.71568,-2.1035,-0.52795
3.9806,1.0414,1.0065,-1.9023,-0.3215
3.901,1.5283,0.82971,-1.7869,-0.10126
4.2177,1.3552,1.2415,-1.5644,0.087855
4.2913,1.6447,1.1295,-1.3617,0.24866
4.1957,1.893,1.2974,-1.3069,0.25945
3.9873,1.9104,1.3387,-1.1073,0.48976
4.0303,2.1319,1.2739,-1.2148,0.62694
4.0296,2.1157,1.3352,-1.0469,0.79477
3.9238,2.1387,1.361,-0.89306,0.63974
3.6717,2.1888,1.6004,-0.74991,0.8056
3.7562,2.3808,1.5694,-0.4181,0.60412
3.5588,2.4542,1.5173,-0.56903,0.60274
3.2019,2.493,1.7013,-0.51475,0.66766
3.3656,2.6776,1.7781,-0.57957,0.61959
3.0417,2.8865,1.947,-0.38064,0.68732
2.8742,3.0955,2.1639,-0.20429,0.75694
2.9947,3.1646,2.2408,-0.19889,0.64142
2.6587,3.416,2.4702,0.004484,0.69328
2.2912,3.5102,2.7598,-0.080477,0.55064
2.0947,3.5856,2.7265,-0.06093,0.45234
1.9041,3.6456,2.9426,0.10807,0.34409
1.3785,3.8792,3.0681,0.10586,0.26388
0.86476,3.9229,3.1198,0.1118,0.13997
0.60018,4.1289,3.0145,0.33277,0.023539
0.039061,3.9736,3.0606,0.13347,-0.10054
-0.4373,4.1363,3.1003,0.088143,-0.46871
-0.79047,3.9576,3.1728,0.20108,-0.57296
-1.2061,3.859,3.0779,0.33935,-1.0776
-1.7421,3.8926,3.0613,0.12698,-1.2155
-2.2435,3.6705,2.9567,0.22097,-1.2522
-2.6354,3.7224,2.8085,0.46757,-1.5213
-3.0573,3.6203,2.7401,0.23632,-1.5622
-3.476,3.4308,2.8265,0.16552,-1.6779
-3.6964,3.3139,2.7885,0.38866,-1.8812
-4.066,3.2124,2.733,0.015246,-2.1174
-4.278,2.9033,2.7953,0.29637,-2.1435
-4.2641,2.5921,2.674,0.13242,-2.1385
-4.5719,2.3855,2.4551,0.33887,-2.344
-4.4612,2.0127,2.7308,0.084492,-2.257
-4.4486,1.5117,2.6729,0.2913,-2.2609
-4.4142,1.2123,2.9228,0.35696,-2.4056
-4.2571,0.89084,2.8626,0.2309,-2.2945
-4.0638,0.45573,2.5471,0.4731,-2.1648
-3.8681,0.19019,2.2526,0.27407,-2.165
-3.829,-0.53979,2.2973,0.27891,-2.2582
-3.3442,-0.84975,1.9492,0.48517,-1.922
-3.2265,-1.4199,1.3583,0.7208,-2.0717
-3.0678,-1.7364,1.2921,0.9238,-1.9104
-2.8378,-2.2691,0.91462,1.3144,-1.8568
-2.5648,-2.6587,0.67892,1.9368,-1.6692
-2.3727,-3.2704,0.34919,2.091,-1.3845
-2.289,-3.7369,-0.072957,2.6571,-1.0324
-2.0527,-3.9237,-0.26549,2.8155,-0.82687
-2.0848,-4.3922,-0.60799,3.3616,-0.37958
-1.8323,-4.7627,-0.90975,3.7442,-0.34566
-1.7431,-4.8211,-1.2932,3.7285,-0.066069
-1.6573,-5.029,-1.3424,4.0634,0.083171
-1.5953,-5.2751,-1.6185,4.2761,0.3812
-1.7012,-5.4389,-1.9734,4.0791,0.55517
-1.5711,-5.2571,-2.0498,4.1,0.57166
-1.5209,-5.2639,-2.1522,3.9845,0.58558
-1.5688,-5.1529,-2.341,3.772,0.58705
-1.5553,-5.1067,-2.4383,3.6178,0.75266
-1.4754,-4.843,-2.2726,3.344,0.55585
-1.6367,-4.7922,-2.5326,3.0163,0.31231
-1.3234,-4.4087,-2.4147,2.6358,0.10176
-1.6011,-4.0442,-2.18,2.1588,-0.10238
-1.6588,-3.2676,-2.0351,1.7358,-0.11612
-1.5666,-2.7313,-1.5233,1.451,-0.30648
-1.4695,-1.9077,-1.2927,0.91778,-0.41534
-1.5131,-1.3367,-0.80069,0.43768,-0.7025
-1.5144,-0.56344,-0.48925,0.25648,-0.89077
-1.5876,0.2956,-0.062816,-0.21984,-0.93755
-1.4474,0.59406,0.22134,-0.67775,-1.0888
-1.4859,1.1542,0.52166,-0.88574,-1.2392
-1.5928,1.8881,1.1713,-1.3053,-1.319
-1.5315,2.3942,1.6471,-1.2611,-1.559
-1.4763,2.4813,1.9951,-1.5302,-1.7947
-1.5493,3.0083,2.4446,-1.676,-1.5678
-1.4444,3.1605,2.7607,-1.7004,-1.5878
-1.3996,3.5992,3.2087,-1.5902,-1.8284
-1.4125,3.5918,3.5961,-1.6791,-1.6644
-1.3155,3.7971,3.6226,-1.4479,-1.4961
-1.4558,3.6377,3.8156,-1.4672,-1.5701
-1.4991,3.8514,3.6884,-1.2492,-1.4118
-1.3103,3.7937,3.6908,-1.2116,-1.4672
-1.2357,3.6943,3.7086,-1.0312,-1.5774
-1.267,3.7461,3.5729,-1.0403,-1.3394
-1.0689,3.5034,3.1433,-1.1227,-1.5332
-1.001,3.188,3.1605,-0.85589,-1.3014
-1.049,2.9123,2.7382,-1.0448,-1.4192
-1.0582,2.8142,2.2974,-1.0385,-1.3645
-0.97064,2.3716,2.0152,-1.0576,-1.315
-1.0284,2.1849,1.6327,-1.1116,-1.2853
-1.1511,1.6876,1.3039,-1.0477,-1.3643
-1.0302,1.1801,0.78936,-1.1587,-1.2685
-0.99307,1.0173,0.34707,-1.1361,-1.439
-0.78148,0.41219,-0.091038,-1.3505,-1.1535
-0.93731,-0.17523,-0.44253,-1.2044,-1.2356
-0.82816,-0.70473,-0.70422,-1.2274,-1.373
-0.87272,-1.1974,-1.2952,-0.97207,-1.2482
-0.62622,-1.7227,-1.5847,-0.9869,-1.3538
-0.7368,-1.9962,-1.6638,-0.58051,-1.3594
-0.85653,-2.5807,-1.9982,0.061565,-1.006
-0.71508,-2.8256,-2.1943,0.45282,-0.67859
-0.78561,-2.7976,-2.2222,0.78269,-0.50645
-0.81409,-3.1368,-2.094,1.7676,-0.21883
-0.88796,-2.9911,-2.1127,2.1269,0.01501
-0.73536,-2.868,-1.8087,2.6036,0.09824
-0.74223,-2.7924,-1.7088,3.0303,0.29394
-0.77247,-2.3755,-1.3821,3.3847,0.55263
-0.72145,-2.2676,-1.3394,3.6916,1.0364
-0.64878,-2.036,-1.281,3.8091,1.0775
-0.80131,-1.8644,-1.0137,4.0587,1.2647
-0.57888,-1.571,-0.95643,4.3261,1.5126
-0.50796,-1.3503,-1.0535,4.2278,1.6047
-0.44587,-1.2865,-1.099,4.316,1.6548
-0.45971,-1.3181,-0.94791,4.2744,1.6994
-0.50729,-1.1508,-1.0253,4.3599,1.7524
-0.52099,-1.1597,-1.0743,4.1977,2.0215
-0.43163,-1.1286,-1.1369,4.2383,2.0339
-0.38055,-1.2647,-1.2707,4.0809,2.1086
-0.52617,-1.3605,-1.2819,4.1645,1.7018
-0.50588,-1.3376,-1.3987,3.9042,2.0047
-0.4924,-1.4159,-1.4142,3.8371,1.9275
-0.44695,-1.4939,-1.3988,3.8464,1.9587
-0.43145,-1.7577,-1.4151,3.7238,1.8262
-0.63116,-1.7451,-1.4549,3.4517,1.8467
-0.5239,-1.8175,-1.5739,3.322,1.7409
-0.45071,-1.8099,-1.6497,2.9864,1.6559
-0.31311,-2.0955,-1.6054,2.6456,1.5399
-0.45987,-1.9704,-1.5517,2.2992,1.2366
-0.28573,-2.2491,-1.4376,1.9122,1.3926
-0.29947,-2.4762,-1.6034,1.5027,1.2054
0.080783,-2.2399,-1.7092,1.0185,1.449
-0.084746,-2.4216,-1.5365,0.47167,1.4867
-0.21821,-2.4708,-1.5734,-0.045007,1.3374
-0.079226,-2.4169,-1.4219,-0.61614,1.4958
-0.12857,-2.4752,-1.3122,-1.0099,1.5635
-0.083139,-2.4451,-1.471,-1.5616,1.8088
-0.23173,-2.4684,-1.3204,-2.1885,2.0146
-0.12737,-2.5598,-1.5448,-2.7406,2.2356
-0.18675,-2.4708,-1.5067,-3.1359,2.1676
-0.13744,-2.3312,-1.2651,-3.9331,2.4522
-0.083215,-2.443,-1.1604,-4.1058,2.402
0.0024434,-2.313,-1.2517,-4.4883,2.4085
-0.17753,-1.9778,-1.0432,-4.7757,2.4086
-0.17187,-2.0115,-1.2606,-4.9359,2.1564
-1.0908,-1.8225,-2.3185,-2.215,-2.9856
-0.89088,-1.962,-2.3982,-2.015,-2.9658
-0.92727,-2.0688,-2.3587,-2.0314,-2.8937
-1.1251,-1.9028,-2.2299,-1.8649,-2.861
-1.0253,-1.9248,-2.2268,-1.7447,-2.6433
-0.97341,-1.8514,-2.1482,-1.8969,-2.5844
-0.90984,-1.9717,-2.1355,-1.7424,-2.6109
-0.85424,-1.8392,-2.2032,-1.9655,-2.5832
-0.85967,-1.8706,-2.1022,-1.9286,-2.4298
-0.68278,-1.793,-1.9612,-1.6878,-2.7196
-0.58146,-1.7099,-2.081,-1.5655,-2.4307
-0.80344,-1.5951,-1.9667,-1.5924,-2.3935
-0.85238,-1.7461,-1.6535,-1.2492,-2.2978
-0.73134,-1.7115,-1.7144,-1.2501,-2.1077
-0.8139,-1.3502,-1.7061,-0.69292,-1.9557
-0.81765,-1.3485,-1.782,-0.29932,-1.6515
-0.59201,-1.5104,-1.7618,0.26203,-1.4041
-0.66105,-1.4182,-1.6676,0.70271,-1.1351
-0.69535,-1.3365,-1.689,1.0553,-0.79219
-0.68395,-1.3677,-1.5514,1.7943,-0.93356
-0.45153,-1.3617,-1.3874,2.0685,-0.43162
-0.30908,-1.1611,-1.4315,2.3894,0.14949
-0.23586,-1.0761,-1.5651,2.7857,0.19424
0.2506,-1.0174,-1.1844,3.1236,0.6072
0.24663,-0.81118,-1.3053,3.2561,0.82908
0.74125,-0.47593,-1.0153,3.58,1.2821
1.1372,-0.41811,-1.0399,3.6444,1.5048
1.2553,-0.24802,-0.81319,3.8612,1.6891
1.5177,-0.3523,-0.79971,3.734,1.7182
1.5028,-0.074182,-0.44991,3.7132,1.9673
1.6138,0.21199,-0.46527,3.6966,1.8546
1.7404,0.21386,-0.27889,3.6433,2.0389
1.5148,0.10981,-0.31562,3.3912,1.8546
1.5935,-0.0013368,-0.51358,3.0791,1.5741
1.3011,0.067752,-0.3403,2.9266,1.4981
1.1628,0.12936,-0.38471,2.5673,1.2764
1.1417,0.14627,-0.25007,2.1474,1.059
0.84462,0.17297,-0.3623,1.8831,0.78325
0.57688,-0.064096,-0.44903,1.3834,0.62844
0.38954,-0.12475,-0.20555,0.85995,0.44809
0.17315,-0.066173,-0.5187,0.46178,0.37643
-0.13442,-0.20088,-0.39881,-0.13909,0.15293
-0.29914,-0.27765,-0.36841,-0.60632,0.47165
-0.35457,-0.35197,-0.42134,-0.68085,0.40423
-0.49092,-0.46461,-0.49819,-0.98864,0.70793
-0.96358,-0.25693,-0.53309,-1.0932,0.95922
-1.0106,-0.49713,-0.70161,-1.3303,1.1767
-1.0125,-0.49642,-0.69458,-1.3211,1.6564
-1.0127,-0.50757,-0.5227,-1.3406,2.1095
-1.0051,-0.49367,-0.75596,-1.2772,2.3654
-1.0094,-0.58078,-0.65799,-1.2869,2.4739
-0.86889,-0.37778,-0.59197,-1.1562,2.5963
-0.60364,-0.35289,-0.5901,-1.3151,3.1072
-0.27187,-0.015155,-0.64887,-1.1304,3.2988
0.36309,-0.2912,-0.44648,-1.2832,3.2795
0.73077,0.034656,-0.30043,-1.3444,3.3774
1.4267,0.39004,0.012227,-1.5259,3.6096
1.7345,0.54784,0.016187,-1.4762,3.5308
2.1833,0.85901,0.40189,-1.321,3.6029
2.4669,1.0405,0.27482,-1.1815,3.7355
2.8535,1.3026,0.70203,-1.4738,3.7887
2.7497,1.1221,0.55231,-1.5654,3.7203
2.6906,1.3413,0.80814,-1.3706,3.4648
2.7812,1.3048,0.80945,-1.516,3.4012
2.558,1.1542,0.75857,-1.5701,3.2864
2.3142,1.2495,0.95182,-1.6898,3.2186
2.0658,1.2653,0.93087,-1.7104,2.9613
1.9024,0.9308,0.93148,-1.7547,2.8219
1.6175,1.0579,0.94594,-1.8666,2.8243
1.3408,0.98556,0.73108,-1.731,2.4335
0.91856,0.90998,0.83,-1.9401,2.6432
0.7365,0.67867,0.62875,-1.6927,2.125
0.17713,0.58904,0.95098,-1.5094,2.3049
-0.1708,0.57405,1.1556,-1.7538,2.0891
-0.40432,0.59176,1.2665,-1.1608,1.9672
-0.86629,0.37517,1.3724,-1.1387,2.1186
-1.0368,0.63679,1.5105,-1.1062,1.6562
-1.2631,0.44108,1.5418,-0.83148,1.6376
-1.2452,0.34417,1.5674,-0.87543,1.5413
-1.36,0.35147,1.6237,-0.84707,1.1212
-1.2619,0.66934,1.4785,-0.6107,1.2011
-0.68207,0.68896,1.3691,-0.7538,0.98752
-0.24825,0.77205,1.7152,-0.56391,0.70977
-0.0074072,0.84635,1.6341,-0.69297,0.59467
0.70431,1.1053,1.6224,-0.64513,0.22163
1.1626,1.1943,1.6084,-0.48688,0.19159
1.8199,1.2614,1.4863,-0.59232,-0.030825
2.0067,1.4611,1.6902,-0.60733,-0.20673
2.5153,1.687,1.5507,-0.59279,-0.56568
2.9122,1.8173,1.6561,-0.4548,-0.60154
3.05,1.995,1.6657,-0.48906,-0.87891
3.6763,2.0726,1.7538,-0.67582,-0.79693
3.6146,2.1816,1.6756,-0.37411,-0.8868
3.6244,2.14,1.5999,-0.53126,-1.2906
3.8017,2.4358,1.5417,-0.41937,-1.1121
4.081,2.4945,1.6108,-0.18341,-0.94545
4.1093,2.6424,1.7797,0.016041,-0.97279
3.8835,2.4734,1.6448,0.2879,-0.93456
3.8594,2.8827,1.4917,0.69248,-0.67571
3.6251,2.6691,1.5698,1.2936,-0.70109
3.6605,2.7226,1.4932,1.4649,-0.61568
3.6993,2.6268,1.7014,1.9818,-0.20512
3.3727,2.868,1.6374,2.3404,-0.28433
3.5354,2.7383,1.7868,2.4833,-0.011818
3.2657,2.6782,1.6466,2.5219,-0.19096
2.9583,2.8196,1.8458,2.5553,-0.044776
2.9478,2.8712,1.6193,2.694,0.17737
2.6618,2.669,1.6722,2.5596,0.3155
2.3391,2.8001,1.7072,2.0747,0.37686
2.05,2.6301,2.0289,2.104,0.43992
1.5526,2.9321,1.7101,2.054,0.48972
1.2187,3.1061,1.6451,1.874,0.59128
0.81757,2.9975,1.8718,1.338,0.45037
0.24381,2.9583,1.9695,1.1167,0.77176
0.00076328,3.1005,2.0997,1.0459,0.74255
-0.36534,3.0883,2.1936,0.56671,0.76832
-1.1145,2.7904,2.0697,0.18861,1.0095
-1.5203,2.7032,1.9341,-0.11716,0.93073
-2.0354,2.6354,1.8344,-0.47961,0.83239
-2.5411,2.2594,1.8523,-0.83166,0.94376
-3.0026,2.1373,1.6083,-0.84053,0.68753
-3.3077,1.8485,1.352,-1.289,0.78459
-3.5458,1.7512,1.2562,-1.3893,0.82737
-3.9041,1.5119,0.90901,-1.651,0.95949
-4.2633,1.0114,0.72976,-1.7202,0.80736
-4.4086,0.63023,0.45175,-2.077,0.7992
-4.4975,0.40815,0.21718,-2.2934,0.55913
-4.4924,-0.0096268,-0.043294,-2.302,0.57065
-4.3685,-0.28751,-0.44976,-2.2704,0.66084
-4.317,-0.65764,-0.53969,-2.5279,0.48017
-4.4757,-0.86614,-0.64884,-2.2189,0.38873
-4.2733,-1.0465,-1.0568,-2.4756,0.5345
-4.0763,-1.3161,-1.3067,-2.514,0.37292
-3.8722,-1.604,-1.3413,-2.2512,0.43503
-3.6095,-1.7832,-1.7314,-2.2873,0.23357
-3.3371,-1.9123,-1.8881,-2.2011,0.2225
-3.193,-2.2514,-1.9588,-2.0647,0.20967
-2.9818,-2.1178,-2.0826,-1.9785,0.15984
-2.7153,-2.4849,-1.982,-2.0042,0.16607
-2.3957,-2.6056,-1.982,-1.9351,0.0051256
-2.3047,-2.6898,-2.1277,-1.893,0.18173
-2.1951,-2.7117,-2.219,-1.8718,0.082686
-1.9464,-2.7344,-2.1935,-1.5724,0.029509
-1.9026,-2.9063,-2.0467,-1.5916,-0.10769
-1.9131,-2.8836,-1.8431,-1.2654,-0.15297
-1.7729,-2.8148,-1.9409,-1.4507,-0.084471
-1.522,-2.8918,-1.6397,-1.3475,-0.19178
-1.56,-2.8054,-1.2946,-0.97557,-0.13088
-1.5657,-2.6146,-0.83199,-0.90688,-0.19448
-1.436,-2.527,-0.1812,-0.85139,-0.39704
-1.4024,-2.5073,0.47689,-0.77457,-0.22694
-1.357,-2.2825,1.1049,-0.77602,-0.4618
-1.3049,-2.4381,1.6682,-0.4316,-0.39688
-1.3871,-2.3362,2.2422,-0.34535,-0.325
-1.3446,-2.2653,2.6634,-0.19817,-0.30745
-1.4003,-2.0044,3.1645,0.031671,-0.18937
-1.6513,-2.1256,3.5988,0.10221,-0.30763
-1.406,-1.9314,4.0024,0.37282,-0.37523
-1.2459,-1.8778,4.0481,0.32538,-0.21761
-1.2294,-1.8623,4.4003,0.49672,-0.061065
-1.3708,-1.7055,4.6666,0.65072,-0.2132
-1.3697,-1.8386,4.7066,0.66318,-0.11313
-1.3505,-1.6816,4.8443,0.79742,-0.13096
-1.2779,-1.3738,4.8736,0.8672,-0.28399
-0.88365,-1.6221,4.9889,1.0287,-0.095337
-0.62327,-1.3432,5.0363,1.0234,0.030052
-0.30027,-0.9096,4.9101,0.73772,0.19504
0.17835,-0.82995,4.8622,0.8753,0.13067
0.40668,-0.72087,4.8066,0.78355,0.22134
0.61651,-0.45128,4.9119,0.86858,0.40951
0.74804,-0.15712,4.7241,1.3653,0.19565
1.0926,-0.22187,4.5288,1.3648,0.41728
0.97435,-0.2015,4.5548,1.7841,0.37789
1.2685,0.10111,4.3222,2.0122,0.45804
1.1911,0.010851,4.1588,2.3975,0.4655
1.1494,0.12326,3.7764,2.8267,0.64784
1.0695,0.067977,3.6909,2.8356,0.41053
0.8847,-0.038101,3.4598,3.1553,0.67236
0.76845,0.19298,3.0634,3.3103,0.48175
0.42397,0.0839,2.888,3.5411,0.37904
0.27806,-0.16595,2.6661,3.6245,0.52909
-0.0010549,0.094123,2.2912,3.7769,0.50381
-0.22329,-0.08398,2.1004,3.5933,0.28295
-0.30663,-0.41756,2.0274,3.5341,0.19076
-0.60355,-0.29475,1.8033,3.3914,0.090954
-0.78047,-0.50776,1.5437,3.2505,0.1488
-0.839,-0.64854,1.3436,2.986,-0.052526
-1.3388,-0.57744,0.98327,2.6795,-0.14419
-1.1719,-0.5281,0.69155,2.2962,-0.20069
-1.3732,-0.77758,0.31096,1.9268,-0.45263
-1.5296,-0.73444,0.10178,1.7466,-0.42111
-1.7454,-0.7784,-0.096459,1.2493,-0.71188
-1.8343,-0.66803,-0.50345,0.72458,-0.81728
-1.6828,-0.93072,-0.82114,0.4589,-1.2889
-1.6216,-0.80706,-0.81614,-0.11846,-1.3241
-1.7758,-0.98417,-1.1597,-0.26188,-1.7035
-1.653,-0.95744,-1.0847,-0.42328,-2.1224
-1.5073,-0.90276,-0.96546,-0.69837,-2.4684
-1.5046,-1.1127,-1.043,-1.1189,-2.8374
-1.4522,-0.89741,-0.62113,-1.0814,-3.0831
-1.5594,-0.74631,-0.66143,-1.2453,-3.4203
-1.5562,-0.95416,-0.11456,-1.3695,-3.8957
-1.4861,-0.97614,0.1092,-1.5544,-4.0477
-1.332,-0.76612,0.46084,-1.2821,-4.3336
-0.99284,-0.79349,0.62642,-1.3889,-4.8769
-0.98016,-0.69457,0.78,-1.3364,-4.8339
-0.86072,-0.64589,1.0207,-1.2975,-5.0187
-0.80757,-0.52594,1.0277,-1.2826,-5.4491
-0.85352,-0.65453,1.0712,-1.1121,-5.368
-0.87099,-0.40818,1.025,-1.0773,-5.768
-0.88558,-0.47481,0.9359,-1.0661,-5.7283
-0.819,-0.50669,0.63826,-0.97655,-6.1237
-0.68973,-0.44477,0.42707,-0.98133,-5.8984
-0.54251,-0.34643,0.3367,-1.1617,-5.9937
-0.50592,-0.46872,-0.10368,-1.1535,-5.7823
-0.47154,-0.48125,-0.39944,-1.0159,-5.8383
-0.50649,-0.54104,-0.77406,-1.1257,-5.8494
